domain,family,complexity,seed,n,c1,c2,mean,std,gen_s,error
rock,marble,0.400,4,512,1.734963,-0.202615,0.652395,0.054854,1.222379,
rock,marble,0.400,7,512,1.708766,-0.204371,0.655289,0.060315,1.256992,
rock,marble,0.400,8,512,1.679474,-0.147426,0.726262,0.043859,1.252033,
rock,marble,0.400,5,512,1.665694,-0.189052,0.616078,0.044466,1.527819,
rock,marble,0.400,1,512,1.620106,-0.253409,0.525008,0.077449,2.290159,
rock,marble,0.400,11,512,1.654943,-0.159501,0.629348,0.061753,1.179327,
rock,marble,0.400,9,512,1.675331,-0.189924,0.605628,0.058016,1.583950,
rock,marble,0.400,10,512,1.689374,-0.204678,0.655461,0.056428,1.762846,
rock,marble,0.400,6,512,1.687400,-0.213283,0.578495,0.080298,2.271690,
rock,marble,0.400,3,512,1.644234,-0.205889,0.572908,0.065381,2.562786,
rock,marble,0.500,2,512,1.596478,-0.281174,0.514627,0.045849,1.208679,
rock,marble,0.500,3,512,1.597997,-0.270006,0.619333,0.039168,1.192163,
rock,marble,0.500,4,512,1.641216,-0.243941,0.690694,0.032056,1.180782,
rock,marble,0.500,5,512,1.565972,-0.252163,0.600750,0.026677,1.226780,
rock,marble,0.500,6,512,1.613183,-0.257536,0.632552,0.049831,1.257312,
rock,marble,0.500,7,512,1.668423,-0.237487,0.670101,0.037083,1.170361,
rock,marble,0.500,0,512,1.673888,-0.276308,0.705210,0.039958,2.438976,
rock,marble,0.500,9,512,1.636568,-0.248515,0.546124,0.034679,1.359524,
rock,marble,0.600,0,512,1.668738,-0.288401,0.725629,0.024577,1.201418,
rock,marble,0.500,10,512,1.629925,-0.243814,0.670492,0.038407,1.368790,
rock,marble,0.600,1,512,1.559939,-0.292664,0.576140,0.029909,1.205371,
rock,marble,0.500,1,512,1.577224,-0.279970,0.553284,0.049755,2.579100,
rock,marble,0.600,2,512,1.551733,-0.327679,0.526756,0.030534,1.194689,
rock,marble,0.600,3,512,1.551969,-0.323573,0.592249,0.024970,1.193790,
rock,marble,0.600,5,512,1.486484,-0.289730,0.593838,0.021820,1.173200,
rock,marble,0.600,4,512,1.566101,-0.297954,0.669991,0.020232,1.373231,
rock,marble,0.500,8,512,1.617993,-0.193258,0.676295,0.026633,2.605840,
rock,marble,0.600,8,512,1.559411,-0.220026,0.737985,0.019334,1.192397,
rock,marble,0.600,7,512,1.622206,-0.324687,0.706229,0.025518,1.312910,
rock,marble,0.600,10,512,1.595447,-0.289147,0.672158,0.025277,1.193910,
rock,marble,0.600,9,512,1.578340,-0.332459,0.550898,0.023818,1.295842,
rock,marble,0.500,11,512,1.539400,-0.207883,0.644580,0.039068,2.607661,
rock,marble,0.700,0,512,1.629549,-0.290367,0.782080,0.017269,1.185728,
rock,marble,0.700,2,512,1.507350,-0.405309,0.519133,0.018768,1.170429,
rock,marble,0.700,3,512,1.517153,-0.363308,0.546650,0.015696,1.272273,
rock,marble,0.700,1,512,1.522133,-0.351668,0.508443,0.027851,1.877073,
rock,marble,0.600,6,512,1.514016,-0.332104,0.655695,0.027857,2.680785,
rock,marble,0.700,7,512,1.589446,-0.410741,0.709943,0.012529,1.209782,
rock,marble,0.700,8,512,1.477526,-0.311082,0.778237,0.012046,1.218043,
rock,marble,0.700,10,512,1.545481,-0.332090,0.571986,0.019503,1.204457,
rock,marble,0.600,11,512,1.472812,-0.271948,0.703940,0.023189,2.642307,
rock,marble,0.700,6,512,1.482571,-0.390622,0.649735,0.019540,1.529025,
rock,marble,0.700,11,512,1.422667,-0.310483,0.820218,0.009145,1.142417,
rock,marble,0.700,9,512,1.536886,-0.421172,0.601545,0.013692,1.557789,
rock,marble,0.700,5,512,1.431679,-0.299249,0.302495,0.011093,2.014242,
rock,marble,0.800,1,512,1.458610,-0.426466,0.673233,0.013808,1.312224,
rock,marble,0.700,4,512,1.531699,-0.324801,0.778713,0.013626,2.613813,
rock,marble,0.800,3,512,1.474053,-0.440784,0.630309,0.011817,1.185230,
rock,marble,0.800,4,512,1.465539,-0.390956,0.791588,0.011483,1.206095,
rock,marble,0.800,5,512,1.364874,-0.359285,0.712185,0.005245,1.232165,
rock,marble,0.800,0,512,1.570111,-0.367904,0.842568,0.011512,1.904531,
rock,marble,0.800,8,512,1.440867,-0.361627,0.700138,0.008632,1.157303,
rock,marble,0.800,7,512,1.590876,-0.447313,0.791795,0.007549,1.340680,
rock,marble,0.800,9,512,1.545695,-0.478271,0.511415,0.010957,1.342315,
rock,marble,0.800,11,512,1.382769,-0.369203,0.744919,0.009061,1.240155,
rock,marble,0.900,1,512,1.436671,-0.547942,0.595443,0.012212,1.247211,
rock,marble,0.800,2,512,1.468899,-0.463089,0.470657,0.014673,2.557143,
rock,marble,0.900,2,512,1.422708,-0.500917,0.483807,0.009450,1.243851,
rock,marble,0.900,3,512,1.456083,-0.541621,0.576098,0.007086,1.242507,
rock,marble,0.900,5,512,1.410799,-0.312765,0.648732,0.003643,1.164004,
rock,marble,0.800,6,512,1.499668,-0.428885,0.593682,0.011878,2.637518,
rock,marble,0.900,7,512,1.523192,-0.480153,0.615531,0.006653,1.521253,
rock,marble,0.800,10,512,1.469758,-0.418625,0.561521,0.014038,2.676970,
rock,marble,0.900,8,512,1.469270,-0.331980,0.757593,0.008630,1.171421,
rock,marble,0.900,6,512,1.537511,-0.498238,0.589823,0.009517,1.849279,
rock,marble,0.900,9,512,1.544070,-0.501743,0.417199,0.008122,1.146857,
rock,marble,0.900,11,512,1.366718,-0.428361,0.831040,0.003961,1.138361,
rock,marble,1.000,0,512,1.551067,-0.550904,0.813612,0.007572,1.137024,
rock,marble,0.900,0,512,1.565925,-0.460129,0.846808,0.008360,2.678989,
rock,marble,1.000,1,512,1.438724,-0.548823,0.290367,0.004566,1.095588,
rock,marble,0.900,4,512,1.412749,-0.440725,0.791848,0.007721,2.730814,
rock,marble,1.000,5,512,1.401231,-0.293706,0.486756,0.003571,1.148750,
rock,marble,1.000,7,512,1.536151,-0.492708,0.704922,0.004751,1.190658,
rock,marble,1.000,8,512,1.429837,-0.462538,0.701796,0.006360,1.175852,
rock,marble,1.000,9,512,1.551540,-0.545056,0.556181,0.005991,1.176859,
rock,marble,1.000,11,512,1.363983,-0.486440,0.920261,0.002909,1.094493,
rock,marble,0.900,10,512,1.434903,-0.528795,0.531459,0.007184,2.833019,
rock,marble,1.000,2,512,1.455874,-0.547842,0.554612,0.008646,2.500257,
rock,marble,1.000,3,512,1.418070,-0.604139,0.617234,0.006719,2.763158,
rock,agate,0.000,1,512,1.939426,-0.002139,0.496813,0.166753,1.490744,
rock,marble,1.000,4,512,1.436252,-0.493050,0.813685,0.005660,2.823221,
rock,agate,0.000,2,512,1.920792,-0.007339,0.474880,0.177370,1.496329,
rock,marble,1.000,6,512,1.457797,-0.576206,0.609215,0.009309,2.816456,
rock,agate,0.000,3,512,1.971373,0.005263,0.486637,0.178422,1.514528,
rock,agate,0.000,4,512,1.932188,-0.001032,0.469524,0.162384,1.520935,
rock,marble,1.000,10,512,1.429529,-0.559705,0.502347,0.005380,2.721805,
rock,agate,0.000,7,512,1.974818,0.003905,0.510353,0.153683,1.496017,
rock,agate,0.000,5,512,1.950652,-0.001407,0.503193,0.168965,2.557088,
rock,agate,0.000,9,512,1.932020,0.004307,0.496665,0.154020,1.437967,
rock,agate,0.000,0,512,1.946965,0.002571,0.511419,0.168462,3.490268,
rock,agate,0.000,11,512,1.931356,-0.005544,0.555961,0.150064,1.456931,
rock,agate,0.100,1,512,1.852819,-0.040294,0.498398,0.150527,1.497227,
rock,agate,0.100,2,512,1.870994,-0.032545,0.465649,0.156905,1.512802,
rock,agate,0.000,8,512,1.908670,0.003603,0.576879,0.132684,2.095038,
rock,agate,0.100,4,512,1.878435,-0.020944,0.480434,0.137059,1.543094,
rock,agate,0.000,6,512,1.972675,0.000856,0.481102,0.155781,3.260383,
rock,agate,0.100,6,512,1.860692,-0.018498,0.497466,0.140419,1.593153,
rock,agate,0.000,10,512,1.944687,0.000506,0.524270,0.167210,3.049635,
rock,agate,0.100,8,512,1.860575,-0.028774,0.524384,0.117800,1.604157,
rock,agate,0.100,7,512,1.885542,-0.033457,0.558014,0.134433,1.804850,
rock,agate,0.100,0,512,1.852701,-0.011985,0.522591,0.149486,3.059168,
rock,agate,0.100,3,512,1.914818,-0.025328,0.488658,0.145491,2.969799,
rock,agate,0.100,9,512,1.842060,-0.039367,0.498224,0.137365,1.686939,
rock,agate,0.100,10,512,1.892662,-0.018261,0.522492,0.141508,1.700296,
rock,agate,0.100,11,512,1.844854,-0.023780,0.542360,0.129300,1.647283,
rock,agate,0.100,5,512,1.877323,-0.021986,0.523361,0.137231,2.662837,
rock,agate,0.200,0,512,1.725897,-0.062008,0.528982,0.116852,1.842805,
rock,agate,0.200,1,512,1.680923,-0.078449,0.484591,0.122588,2.041062,
rock,agate,0.200,2,512,1.733273,-0.079973,0.450138,0.123268,1.651489,
rock,agate,0.200,4,512,1.752524,-0.078215,0.522974,0.093748,1.628990,
rock,agate,0.200,5,512,1.706438,-0.062540,0.550652,0.101561,1.654809,
rock,agate,0.200,8,512,1.691205,-0.071546,0.520685,0.093702,1.618902,
rock,agate,0.200,10,512,1.729986,-0.070246,0.516081,0.109344,1.584389,
rock,agate,0.300,0,512,1.621114,-0.118383,0.595281,0.075584,1.553349,
rock,agate,0.200,9,512,1.680757,-0.071281,0.526889,0.096563,2.466802,
rock,agate,0.200,3,512,1.729909,-0.074665,0.511466,0.108204,2.881635,
rock,agate,0.300,1,512,1.576577,-0.128154,0.528321,0.091898,1.538481,
rock,agate,0.200,6,512,1.724795,-0.063224,0.546442,0.111269,2.881939,
rock,agate,0.300,2,512,1.603305,-0.098518,0.471544,0.084782,1.555736,
rock,agate,0.300,3,512,1.589267,-0.122286,0.553001,0.076086,1.497289,
rock,agate,0.300,4,512,1.637889,-0.101528,0.547784,0.061145,1.481407,
rock,agate,0.300,5,512,1.551562,-0.111149,0.585462,0.073032,1.372282,
rock,agate,0.200,7,512,1.714650,-0.078896,0.566827,0.102968,3.098204,
rock,agate,0.300,6,512,1.610868,-0.123613,0.561852,0.082742,1.469416,
rock,agate,0.200,11,512,1.694993,-0.062447,0.532802,0.105054,2.936469,
rock,agate,0.300,7,512,1.612679,-0.113365,0.583192,0.077356,1.498882,
rock,agate,0.300,10,512,1.606904,-0.102018,0.499442,0.075966,1.452108,
rock,agate,0.400,3,512,1.497412,-0.164936,0.407822,0.051524,1.369794,
rock,agate,0.400,1,512,1.502467,-0.167280,0.483613,0.068238,1.522960,
rock,agate,0.400,2,512,1.481974,-0.150588,0.501519,0.065987,1.503822,
rock,agate,0.300,11,512,1.558648,-0.073894,0.552670,0.078663,1.932450,
rock,agate,0.400,5,512,1.425384,-0.138958,0.410294,0.051755,1.522472,
rock,agate,0.400,0,512,1.543203,-0.117787,0.657196,0.050439,2.322455,
rock,agate,0.400,7,512,1.522271,-0.153666,0.572752,0.062383,1.606867,
rock,agate,0.400,8,512,1.478258,-0.139683,0.619726,0.056016,1.488019,
rock,agate,0.300,9,512,1.588550,-0.108821,0.548333,0.061636,3.182081,
rock,agate,0.300,8,512,1.578274,-0.114981,0.541846,0.067519,3.258041,
rock,agate,0.400,10,512,1.498292,-0.147270,0.483125,0.055371,1.563689,
rock,agate,0.400,11,512,1.431177,-0.132370,0.576021,0.061212,1.520797,
rock,agate,0.400,4,512,1.558876,-0.132893,0.565612,0.045364,3.154118,
rock,agate,0.500,1,512,1.395001,-0.186915,0.547380,0.052511,1.477230,
rock,agate,0.400,9,512,1.521490,-0.149399,0.489267,0.046448,1.986908,
rock,agate,0.400,6,512,1.513247,-0.163297,0.504319,0.054625,2.905782,
rock,agate,0.500,3,512,1.443110,-0.200569,0.515783,0.038781,1.407565,
rock,agate,0.500,0,512,1.468938,-0.162082,0.631762,0.033527,2.292331,
rock,agate,0.500,2,512,1.392325,-0.164619,0.504341,0.040937,1.918870,
rock,agate,0.500,4,512,1.423268,-0.163269,0.682901,0.027680,1.531685,
rock,agate,0.500,7,512,1.458739,-0.188630,0.594731,0.035900,1.492137,
rock,agate,0.500,8,512,1.445627,-0.151159,0.614968,0.028895,1.530195,
rock,agate,0.500,10,512,1.418628,-0.176403,0.512214,0.043256,1.489116,
rock,agate,0.500,11,512,1.390156,-0.162666,0.600992,0.036097,1.706229,
rock,agate,0.600,1,512,1.340583,-0.198394,0.513157,0.035909,1.427444,
rock,agate,0.600,4,512,1.352625,-0.211874,0.574413,0.023779,1.398866,
rock,agate,0.600,2,512,1.320088,-0.247052,0.540145,0.029179,1.799881,
rock,agate,0.600,3,512,1.367267,-0.273542,0.466287,0.023427,1.759528,
rock,agate,0.600,5,512,1.283584,-0.189492,0.678738,0.015084,1.438347,
rock,agate,0.600,6,512,1.355596,-0.224227,0.512243,0.023086,1.444798,
rock,agate,0.500,6,512,1.456188,-0.176335,0.515264,0.032508,3.179904,
rock,agate,0.500,5,512,1.363425,-0.175828,0.643202,0.022747,3.217010,
rock,agate,0.600,7,512,1.377887,-0.193867,0.543687,0.023458,1.464632,
rock,agate,0.500,9,512,1.478338,-0.187890,0.497642,0.032263,3.246117,
rock,agate,0.600,0,512,1.373783,-0.199699,0.626394,0.022701,3.178781,
rock,agate,0.600,8,512,1.327139,-0.249754,0.581555,0.020972,1.618430,
rock,agate,0.600,10,512,1.345916,-0.199653,0.577240,0.032142,1.379270,
rock,agate,0.600,9,512,1.352859,-0.235601,0.535804,0.024480,1.652648,
rock,agate,0.700,1,512,1.277683,-0.227248,0.356525,0.023295,1.392880,
rock,agate,0.600,11,512,1.308520,-0.223568,0.697292,0.028991,1.547050,
rock,agate,0.700,0,512,1.310525,-0.249879,0.616789,0.024043,1.660965,
rock,agate,0.700,2,512,1.305194,-0.271705,0.496044,0.014240,1.554417,
rock,agate,0.700,5,512,1.287222,-0.181129,0.778349,0.009986,1.515069,
rock,agate,0.700,3,512,1.286249,-0.274454,0.686475,0.019977,2.342768,
rock,agate,0.700,10,512,1.322874,-0.246221,0.593417,0.018866,1.630535,
rock,agate,0.700,9,512,1.274598,-0.264319,0.472422,0.018360,1.742454,
rock,agate,0.700,8,512,1.217755,-0.233907,0.577998,0.013561,2.107052,
rock,agate,0.700,11,512,1.271254,-0.251259,0.807769,0.006594,1.483008,
rock,agate,0.700,7,512,1.295166,-0.184566,0.604806,0.013204,2.286114,
rock,agate,0.800,0,512,1.257081,-0.318701,0.584449,0.015075,1.633302,
rock,agate,0.800,2,512,1.284919,-0.354628,0.536177,0.012644,1.506777,
rock,agate,0.700,4,512,1.285181,-0.187090,0.602690,0.018804,3.089691,
rock,agate,0.700,6,512,1.353336,-0.235873,0.449184,0.014823,2.943107,
rock,agate,0.800,3,512,1.261800,-0.308576,0.642798,0.011959,1.657972,
rock,agate,0.800,1,512,1.242397,-0.228737,0.133488,0.007640,1.991986,
rock,agate,0.800,5,512,1.162434,-0.200849,0.729702,0.006843,1.502203,
rock,agate,0.800,4,512,1.223777,-0.272400,0.457888,0.014871,1.949440,
rock,agate,0.800,6,512,1.290054,-0.295794,0.426683,0.014337,1.871924,
rock,agate,0.800,11,512,1.219683,-0.294424,0.460171,0.012223,1.466552,
rock,agate,0.800,9,512,1.275596,-0.222837,0.357971,0.012796,1.638918,
rock,agate,0.800,8,512,1.181878,-0.244902,0.623769,0.012800,1.732682,
rock,agate,0.800,10,512,1.247174,-0.263154,0.729217,0.012252,1.603209,
rock,agate,0.900,2,512,1.275394,-0.253828,0.473249,0.012523,1.622296,
rock,agate,0.900,0,512,1.176593,-0.334872,0.634952,0.013130,2.277145,
rock,agate,0.800,7,512,1.218293,-0.226965,0.529853,0.014045,2.660419,
rock,agate,0.900,4,512,1.174568,-0.292358,0.661772,0.008956,1.469184,
rock,agate,0.900,1,512,1.112127,-0.348230,0.422965,0.012942,2.368874,
rock,agate,0.900,7,512,1.217863,-0.218829,0.769064,0.005647,1.516253,
rock,agate,0.900,8,512,1.153847,-0.293091,0.533396,0.009618,1.558006,
rock,agate,0.900,10,512,1.152184,-0.326627,0.486851,0.012623,1.600154,
rock,agate,0.900,6,512,1.247480,-0.381048,0.690880,0.013366,1.875726,
rock,agate,0.900,3,512,1.261348,-0.354423,0.499496,0.008517,2.981468,
rock,agate,1.000,2,512,1.274188,-0.307250,0.570285,0.010055,1.612521,
rock,agate,0.900,5,512,1.142005,-0.243445,0.696485,0.005465,3.053242,
rock,agate,0.900,9,512,1.221556,-0.312828,0.424929,0.009131,2.852078,
rock,agate,1.000,0,512,1.191871,-0.360472,0.358391,0.011969,2.038406,
rock,agate,1.000,3,512,1.203425,-0.262860,0.766224,0.010356,1.712617,
rock,agate,1.000,1,512,1.062302,-0.280126,0.077749,0.003638,2.141692,
rock,agate,1.000,4,512,1.085802,-0.306199,0.601132,0.011172,1.581410,
rock,agate,1.000,6,512,1.186497,-0.405936,0.552220,0.013991,1.712482,
rock,agate,0.900,11,512,1.210924,-0.296753,0.777019,0.003466,3.002337,
rock,agate,1.000,5,512,1.174669,-0.150281,0.588327,0.004795,2.430946,
rock,agate,1.000,7,512,1.143247,-0.206796,0.402634,0.006729,2.269680,
rock,agate,1.000,9,512,1.179638,-0.436387,0.583108,0.010636,1.543372,
rock,weathered,0.000,0,512,2.006610,-0.003368,0.475626,0.170678,1.448742,
rock,weathered,0.000,1,512,2.011199,-0.004736,0.479706,0.140414,1.458990,
rock,weathered,0.000,3,512,2.034521,0.002689,0.442899,0.170660,1.326142,
rock,weathered,0.000,4,512,2.006964,-0.008562,0.368713,0.136315,1.416221,
rock,weathered,0.000,2,512,1.976606,-0.018722,0.371208,0.171765,2.089883,
rock,agate,1.000,8,512,1.135304,-0.300412,0.561202,0.008539,3.241185,
rock,weathered,0.000,8,512,1.974451,-0.005821,0.509521,0.144322,1.325154,
rock,weathered,0.000,9,512,1.994766,-0.009334,0.428740,0.143396,1.412880,
rock,weathered,0.000,11,512,2.003489,-0.014776,0.458582,0.160576,1.341948,
rock,weathered,0.000,7,512,2.045834,-0.004847,0.528410,0.144647,1.686063,
rock,weathered,0.000,10,512,2.010584,-0.006161,0.485318,0.146987,1.407428,
rock,agate,1.000,11,512,1.160499,-0.226074,0.445682,0.007614,3.159398,
rock,agate,1.000,10,512,1.121157,-0.396737,0.541294,0.008812,3.249101,
rock,weathered,0.100,0,512,1.876880,-0.042989,0.471237,0.147121,1.412148,
rock,weathered,0.000,5,512,2.028519,-0.004924,0.436784,0.146477,2.747139,
rock,weathered,0.100,1,512,1.889715,-0.037305,0.480842,0.127238,1.578110,
rock,weathered,0.100,3,512,1.924089,-0.040400,0.459996,0.144950,1.333739,
rock,weathered,0.000,6,512,2.037768,-0.004137,0.407356,0.164085,2.928504,
rock,weathered,0.100,5,512,1.909475,-0.030578,0.444715,0.119994,1.332752,
rock,weathered,0.100,4,512,1.879148,-0.050906,0.395155,0.117021,1.397449,
rock,weathered,0.100,7,512,1.927913,-0.038980,0.539082,0.126510,1.419752,
rock,weathered,0.100,10,512,1.922478,-0.038233,0.489049,0.124244,1.425172,
rock,weathered,0.100,9,512,1.864948,-0.055726,0.426603,0.123687,1.633729,
rock,weathered,0.100,2,512,1.878921,-0.030455,0.378100,0.157778,2.894779,
rock,weathered,0.200,1,512,1.720190,-0.080273,0.496384,0.105750,1.352251,
rock,weathered,0.100,6,512,1.898160,-0.033516,0.432141,0.155528,2.368909,
rock,weathered,0.200,0,512,1.724905,-0.075994,0.495015,0.114316,1.432280,
rock,weathered,0.200,3,512,1.769552,-0.078559,0.476767,0.117323,1.336302,
rock,weathered,0.200,4,512,1.769552,-0.079276,0.449217,0.097607,1.417315,
rock,weathered,0.200,5,512,1.784072,-0.071828,0.474687,0.099626,1.402988,
rock,weathered,0.200,7,512,1.785484,-0.083967,0.568195,0.115508,1.342857,
rock,weathered,0.100,8,512,1.867185,-0.039797,0.446814,0.126847,3.022723,
rock,weathered,0.100,11,512,1.912316,-0.037503,0.483207,0.148256,2.849733,
rock,weathered,0.200,9,512,1.735913,-0.100545,0.462874,0.104723,1.323987,
rock,weathered,0.200,11,512,1.740673,-0.077216,0.473254,0.125899,1.300180,
rock,weathered,0.200,10,512,1.793517,-0.063169,0.451541,0.092746,1.383783,
rock,weathered,0.200,2,512,1.735274,-0.067738,0.391900,0.135920,2.814689,
rock,weathered,0.300,0,512,1.654654,-0.119218,0.540073,0.094201,1.327069,
rock,weathered,0.300,1,512,1.618517,-0.107998,0.518027,0.087426,1.386111,
rock,weathered,0.300,2,512,1.596276,-0.136391,0.359404,0.103495,1.384828,
rock,weathered,0.200,6,512,1.731752,-0.070934,0.450380,0.131576,2.507162,
rock,weathered,0.300,3,512,1.639603,-0.111179,0.469862,0.100578,1.313102,
rock,weathered,0.300,7,512,1.655964,-0.122481,0.591472,0.109132,1.317949,
rock,weathered,0.300,6,512,1.633311,-0.098308,0.452219,0.108804,1.352093,
rock,weathered,0.200,8,512,1.747432,-0.061754,0.501295,0.107395,2.808425,
rock,weathered,0.300,8,512,1.648979,-0.093041,0.513053,0.092880,1.419805,
rock,weathered,0.300,10,512,1.656596,-0.133283,0.407338,0.075822,1.312794,
rock,weathered,0.300,11,512,1.634823,-0.124926,0.521763,0.114823,1.353490,
rock,weathered,0.400,0,512,1.591646,-0.152283,0.577640,0.084542,1.343404,
rock,weathered,0.400,2,512,1.519188,-0.171282,0.358242,0.085831,1.264408,
rock,weathered,0.300,4,512,1.693701,-0.122244,0.501391,0.089980,2.915824,
rock,weathered,0.300,5,512,1.683916,-0.114672,0.518719,0.094482,2.839063,
rock,weathered,0.400,3,512,1.542468,-0.165906,0.482285,0.092433,1.269129,
rock,weathered,0.400,4,512,1.619233,-0.159490,0.558657,0.091109,1.273646,
rock,weathered,0.400,6,512,1.558503,-0.149205,0.503507,0.097214,1.364822,
rock,weathered,0.300,9,512,1.653644,-0.131811,0.491775,0.092227,2.810897,
rock,weathered,0.400,8,512,1.580436,-0.133010,0.548923,0.085908,1.399658,
rock,weathered,0.400,9,512,1.574686,-0.167946,0.575397,0.095268,1.394930,
rock,weathered,0.400,5,512,1.621497,-0.153822,0.577907,0.092491,1.920945,
rock,weathered,0.400,1,512,1.522229,-0.172484,0.547772,0.079287,2.707031,
rock,weathered,0.400,10,512,1.561431,-0.181039,0.362833,0.064323,1.384982,
rock,weathered,0.500,1,512,1.466364,-0.223510,0.468898,0.067024,1.346406,
rock,weathered,0.400,7,512,1.571506,-0.184214,0.537826,0.098085,2.415449,
rock,weathered,0.500,2,512,1.498895,-0.219772,0.403292,0.076605,1.567089,
rock,weathered,0.500,3,512,1.493020,-0.211546,0.550269,0.096168,1.412217,
rock,weathered,0.500,5,512,1.599562,-0.176312,0.565643,0.088391,1.408086,
rock,weathered,0.500,6,512,1.487359,-0.199562,0.477340,0.087168,1.441989,
rock,weathered,0.500,7,512,1.563712,-0.211840,0.546475,0.098197,1.468742,
rock,weathered,0.500,9,512,1.550190,-0.218410,0.583639,0.095404,1.426233,
rock,weathered,0.400,11,512,1.541098,-0.164430,0.490724,0.097383,2.531146,
rock,weathered,0.500,0,512,1.572385,-0.201712,0.625990,0.081289,2.549229,
rock,weathered,0.500,10,512,1.497617,-0.219242,0.396278,0.064360,1.346848,
rock,weathered,0.500,4,512,1.551905,-0.196778,0.598924,0.093813,2.511596,
rock,weathered,0.600,1,512,1.420851,-0.273314,0.312808,0.043936,1.422300,
rock,weathered,0.600,0,512,1.580110,-0.243632,0.645707,0.080983,1.596752,
rock,weathered,0.500,8,512,1.536096,-0.162533,0.556871,0.083620,2.520143,
rock,weathered,0.600,2,512,1.460718,-0.276271,0.341846,0.061719,1.452827,
rock,weathered,0.600,3,512,1.467049,-0.246856,0.518828,0.088369,1.452811,
rock,weathered,0.600,5,512,1.607676,-0.209272,0.583227,0.090620,1.357459,
rock,weathered,0.600,4,512,1.492202,-0.239723,0.601303,0.093377,1.565514,
rock,weathered,0.500,11,512,1.485183,-0.209972,0.569124,0.101280,2.500883,
rock,weathered,0.600,8,512,1.546160,-0.205680,0.625588,0.090869,1.347488,
rock,weathered,0.600,10,512,1.491603,-0.268789,0.415563,0.065286,1.443561,
rock,weathered,0.600,11,512,1.469752,-0.250546,0.544678,0.094797,1.670470,
rock,weathered,0.600,6,512,1.424325,-0.263291,0.546210,0.091948,2.442383,
rock,weathered,0.600,7,512,1.622397,-0.248670,0.631449,0.112879,2.408192,
rock,weathered,0.700,1,512,1.428041,-0.318279,0.369881,0.052276,1.387609,
rock,weathered,0.700,2,512,1.430266,-0.334648,0.449750,0.079096,1.390192,
rock,weathered,0.700,3,512,1.440814,-0.298372,0.382420,0.064824,1.311736,
rock,weathered,0.700,6,512,1.421902,-0.321361,0.460969,0.076598,1.313772,
rock,weathered,0.700,4,512,1.489652,-0.256239,0.609942,0.094523,1.648029,
rock,weathered,0.600,9,512,1.512890,-0.287793,0.604825,0.097615,2.508565,
rock,weathered,0.700,0,512,1.615245,-0.246739,0.660619,0.081241,2.562006,
rock,weathered,0.700,7,512,1.756755,-0.230239,0.652026,0.116831,1.358608,
rock,weathered,0.700,11,512,1.724410,-0.187268,0.705049,0.120891,1.321637,
rock,weathered,0.800,1,512,1.413668,-0.392699,0.201972,0.029020,1.226750,
rock,weathered,0.800,0,512,1.605064,-0.289673,0.714932,0.086991,1.336348,
rock,weathered,0.700,8,512,1.565014,-0.261340,0.580339,0.083965,1.581650,
rock,weathered,0.700,5,512,1.637432,-0.222218,0.408593,0.063541,2.532137,
rock,weathered,0.800,2,512,1.493295,-0.371448,0.413002,0.070044,1.215457,
rock,weathered,0.800,3,512,1.509412,-0.352507,0.570054,0.095022,1.587441,
rock,weathered,0.800,6,512,1.478472,-0.351707,0.464192,0.075620,1.346322,
rock,weathered,0.700,10,512,1.463154,-0.321834,0.378026,0.059637,2.590442,
rock,weathered,0.800,8,512,1.563883,-0.303676,0.561779,0.081208,1.204875,
rock,weathered,0.800,7,512,1.891698,-0.167970,0.621702,0.111633,1.333981,
rock,weathered,0.700,9,512,1.470654,-0.341286,0.472574,0.076512,2.737178,
rock,weathered,0.800,9,512,1.598082,-0.333976,0.594164,0.095224,1.379290,
rock,weathered,0.900,0,512,1.615045,-0.314716,0.701054,0.085233,1.201984,
rock,weathered,0.800,5,512,1.856354,-0.146653,0.698985,0.108655,2.004443,
rock,weathered,0.800,4,512,1.565776,-0.265380,0.684096,0.105832,2.642398,
rock,weathered,0.900,1,512,1.460364,-0.429186,0.357392,0.051110,1.457783,
rock,weathered,0.900,2,512,1.489346,-0.374288,0.417054,0.070048,1.317220,
rock,weathered,0.900,4,512,1.462173,-0.381180,0.579587,0.090121,1.209065,
rock,weathered,0.800,10,512,1.496764,-0.366136,0.437452,0.067897,2.341611,
rock,weathered,0.900,5,512,1.934792,-0.110103,0.664268,0.103332,1.357243,
rock,weathered,0.900,8,512,1.629317,-0.317078,0.576445,0.083435,1.216748,
rock,weathered,0.900,7,512,1.854625,-0.224192,0.515292,0.092660,1.349081,
rock,weathered,0.800,11,512,1.587555,-0.265369,0.609246,0.104509,2.606535,
rock,weathered,0.900,9,512,1.552035,-0.388226,0.411265,0.065942,1.465193,
rock,weathered,1.000,1,512,1.587413,-0.407237,0.149722,0.021764,1.197551,
rock,weathered,1.000,0,512,1.622514,-0.379572,0.616190,0.074871,1.332126,
rock,weathered,0.900,11,512,1.824459,-0.190283,0.719579,0.123273,1.447338,
rock,weathered,0.900,3,512,1.590995,-0.368367,0.502470,0.083631,2.585613,
rock,weathered,0.900,6,512,1.559754,-0.374720,0.465482,0.075326,2.544747,
rock,weathered,1.000,4,512,1.733616,-0.253300,0.697960,0.108028,1.182392,
rock,weathered,1.000,5,512,1.952443,-0.114979,0.606212,0.094304,1.332271,
