domain,family,complexity,seed,n,c1,c2,mean,std,gen_s,error
fluid,dye_diffusion,0.300,2,512,3.578981,-1.063933,0.420000,0.225394,13.084400,
fluid,dye_diffusion,0.300,1,512,3.639163,-1.066882,0.420000,0.235284,15.173343,
fluid,dye_diffusion,0.300,3,512,3.626789,-1.065233,0.420001,0.222487,13.986045,
fluid,dye_diffusion,0.300,4,512,3.827195,-1.078451,0.420001,0.261327,17.533696,
fluid,dye_diffusion,0.300,9,512,3.580394,-1.035236,0.420001,0.222589,14.952776,
fluid,dye_diffusion,0.300,7,512,3.580397,-0.913209,0.420000,0.229499,19.840580,
fluid,dye_diffusion,0.300,11,512,3.676944,-1.083252,0.420000,0.242871,14.364259,
fluid,dye_diffusion,0.300,5,512,3.608383,-1.008524,0.420001,0.241650,25.252983,
fluid,dye_diffusion,0.300,6,512,3.689767,-1.140909,0.420000,0.254854,22.674759,
fluid,dye_diffusion,0.300,10,512,3.676478,-1.263343,0.420001,0.291667,17.368226,
fluid,dye_diffusion,0.300,8,512,3.575826,-1.005547,0.420000,0.261610,22.245799,
fluid,dye_diffusion,0.400,0,512,3.671938,-1.266252,0.420001,0.273428,17.725527,
fluid,dye_diffusion,0.400,2,512,3.457801,-0.950498,0.420000,0.203716,16.834101,
fluid,dye_diffusion,0.400,1,512,3.414126,-0.791894,0.420000,0.219374,26.060794,
fluid,dye_diffusion,0.400,3,512,3.428216,-0.825360,0.419999,0.201691,18.151034,
fluid,dye_diffusion,0.400,5,512,3.541137,-0.869288,0.420000,0.237291,19.062604,
fluid,dye_diffusion,0.400,7,512,3.547460,-0.858640,0.419999,0.214207,17.324257,
fluid,dye_diffusion,0.400,4,512,3.632907,-1.000430,0.419999,0.259590,20.621706,
fluid,dye_diffusion,0.400,10,512,3.555418,-1.218430,0.420000,0.261427,19.106765,
fluid,dye_diffusion,0.400,6,512,3.437300,-1.055256,0.420000,0.246786,27.586168,
fluid,dye_diffusion,0.400,9,512,3.465165,-0.939549,0.420001,0.226299,26.414973,
fluid,dye_diffusion,0.400,8,512,3.500578,-1.007272,0.420000,0.286252,28.273559,
fluid,dye_diffusion,0.400,11,512,3.474184,-1.038885,0.420001,0.247798,25.890920,
fluid,dye_diffusion,0.500,2,512,3.334942,-0.868476,0.420000,0.226126,18.751869,
fluid,dye_diffusion,0.500,4,512,3.371846,-0.939769,0.420001,0.228685,21.277027,
fluid,dye_diffusion,0.500,3,512,3.301016,-0.799518,0.419999,0.199553,24.294212,
fluid,dye_diffusion,0.500,0,512,3.311881,-1.213395,0.420000,0.233478,31.054093,
fluid,vorticity,,5,512,2.392138,-0.095485,0.449260,0.111983,1102.582999,
fluid,dye_diffusion,0.500,6,512,3.402741,-0.928883,0.420001,0.258162,22.906626,
fluid,dye_diffusion,0.500,1,512,3.291821,-0.805279,0.420001,0.217872,35.004212,
fluid,dye_diffusion,0.500,7,512,3.302793,-0.557868,0.419999,0.205054,23.210641,
fluid,dye_diffusion,0.500,5,512,3.230261,-0.788593,0.420001,0.220449,30.002984,
fluid,dye_diffusion,0.500,8,512,3.250828,-0.822859,0.419999,0.256647,26.057968,
fluid,dye_diffusion,0.500,10,512,3.350860,-1.168284,0.420000,0.268399,22.875818,
fluid,dye_diffusion,0.500,11,512,3.333150,-1.031504,0.420001,0.250915,20.712090,
fluid,dye_diffusion,0.600,2,512,3.228148,-0.906480,0.419999,0.231776,20.001828,
fluid,dye_diffusion,0.500,9,512,3.361793,-0.841340,0.419999,0.217362,32.660086,
fluid,dye_diffusion,0.600,5,512,3.285840,-0.783250,0.420001,0.225834,21.197090,
fluid,dye_diffusion,0.600,1,512,3.071642,-0.653287,0.420001,0.233938,31.460140,
fluid,dye_diffusion,0.600,0,512,3.306719,-1.020080,0.420001,0.253062,34.735784,
fluid,dye_diffusion,0.600,4,512,3.259509,-0.871029,0.419998,0.232407,27.024146,
fluid,dye_diffusion,0.600,3,512,3.138501,-0.723364,0.419999,0.216906,29.272307,
fluid,dye_diffusion,0.600,6,512,3.183546,-0.800704,0.420001,0.252413,28.629443,
fluid,vorticity,,7,512,2.337151,-0.115061,0.471472,0.116131,1107.852242,
fluid,dye_diffusion,0.600,8,512,3.243108,-0.862441,0.420000,0.253810,29.002912,
fluid,dye_diffusion,0.600,10,512,3.242507,-0.983007,0.420001,0.272553,25.489495,
fluid,dye_diffusion,0.600,9,512,3.159210,-0.906180,0.420002,0.224830,33.577146,
fluid,dye_diffusion,0.600,7,512,3.076281,-0.583880,0.420000,0.197169,39.724494,
fluid,dye_diffusion,0.700,0,512,2.975403,-0.969263,0.419999,0.266199,29.665353,
fluid,dye_diffusion,0.600,11,512,3.176806,-1.010831,0.419999,0.258464,37.681906,
fluid,dye_diffusion,0.700,1,512,2.972899,-0.748457,0.419999,0.229966,30.378402,
fluid,dye_diffusion,0.700,3,512,2.969552,-0.790697,0.420000,0.227465,28.923641,
fluid,dye_diffusion,0.700,5,512,3.003798,-0.773546,0.420001,0.239916,28.045655,
fluid,dye_diffusion,0.700,2,512,3.027109,-0.910838,0.420001,0.230664,32.049090,
fluid,dye_diffusion,0.700,4,512,3.062079,-1.047589,0.420001,0.237418,33.212189,
fluid,dye_diffusion,0.700,7,512,3.025425,-0.497271,0.420000,0.200227,33.002572,
fluid,dye_diffusion,0.700,9,512,2.967176,-0.872077,0.419999,0.239513,27.121398,
fluid,dye_diffusion,0.700,8,512,3.057635,-0.874614,0.419999,0.262399,32.038873,
fluid,dye_diffusion,0.700,11,512,3.045471,-0.945163,0.420001,0.260978,24.975785,
fluid,dye_diffusion,0.700,6,512,3.054206,-0.834519,0.420000,0.261437,44.696807,
fluid,dye_diffusion,0.700,10,512,3.070248,-1.231933,0.420001,0.270581,36.824761,
fluid,dye_diffusion,0.800,1,512,2.963605,-0.758804,0.420000,0.244915,27.675402,
fluid,dye_diffusion,0.800,3,512,2.804530,-0.711747,0.420002,0.223549,26.242502,
fluid,dye_diffusion,0.800,2,512,2.843738,-0.812284,0.420000,0.230995,28.211061,
fluid,dye_diffusion,0.800,4,512,2.789521,-0.756508,0.420002,0.213294,37.377063,
fluid,dye_diffusion,0.800,0,512,2.841589,-1.063242,0.420001,0.259939,43.688375,
fluid,dye_diffusion,0.800,8,512,2.784689,-0.807580,0.419998,0.258809,30.269155,
fluid,dye_diffusion,0.800,5,512,2.931210,-0.901460,0.420001,0.250793,39.895165,
fluid,dye_diffusion,0.800,9,512,2.837362,-0.911442,0.420001,0.233852,27.412228,
fluid,dye_diffusion,0.800,10,512,3.021329,-1.286553,0.420001,0.278569,28.235320,
fluid,dye_diffusion,0.800,6,512,2.783050,-0.768692,0.420000,0.266173,35.644401,
fluid,dye_diffusion,0.800,7,512,2.805919,-0.679128,0.420000,0.225841,36.997109,
fluid,dye_diffusion,0.900,0,512,2.762398,-1.046389,0.420001,0.274225,33.434713,
fluid,dye_diffusion,0.800,11,512,2.784998,-0.878505,0.420001,0.268423,44.614764,
fluid,dye_diffusion,0.900,3,512,2.648175,-0.754235,0.419999,0.238618,35.105446,
fluid,dye_diffusion,0.900,7,512,2.644186,-0.665802,0.419999,0.238548,26.871123,
fluid,dye_diffusion,0.900,2,512,2.544568,-0.675852,0.420001,0.237635,46.752918,
fluid,dye_diffusion,0.900,8,512,2.871958,-0.973232,0.420001,0.257107,28.866070,
fluid,dye_diffusion,0.900,1,512,2.776936,-0.766059,0.419999,0.257995,51.767207,
fluid,dye_diffusion,0.900,10,512,2.720799,-0.738506,0.420002,0.269957,27.983897,
fluid,dye_diffusion,0.900,5,512,2.708424,-0.764037,0.420000,0.264539,34.193370,
fluid,dye_diffusion,0.900,6,512,2.709057,-0.964257,0.420000,0.272418,38.886517,
fluid,dye_diffusion,0.900,4,512,2.772007,-0.814622,0.420002,0.229943,50.290383,
fluid,dye_diffusion,0.900,9,512,2.636959,-0.744843,0.420000,0.239864,43.788756,
fluid,dye_diffusion,1.000,0,512,2.604527,-0.686511,0.419998,0.257515,30.393109,
fluid,dye_diffusion,0.900,11,512,2.715536,-1.035416,0.420001,0.272071,40.667888,
fluid,dye_diffusion,1.000,2,512,2.413633,-0.654312,0.419998,0.230309,27.827787,
fluid,dye_diffusion,1.000,3,512,2.525880,-0.806390,0.419999,0.261881,29.438140,
fluid,dye_diffusion,1.000,7,512,2.489445,-0.661517,0.420001,0.260603,28.558851,
fluid,rheoscopic,0.000,1,512,1.769907,-0.111511,0.456271,0.156513,7.407896,
fluid,dye_diffusion,1.000,4,512,2.344067,-0.691866,0.420002,0.226153,32.039954,
fluid,rheoscopic,0.000,2,512,1.824617,-0.128478,0.457419,0.145993,9.965704,
fluid,dye_diffusion,1.000,1,512,2.420833,-0.844091,0.419998,0.255402,42.870410,
fluid,rheoscopic,0.000,0,512,1.818357,-0.123953,0.405486,0.126437,16.967427,
fluid,rheoscopic,0.000,4,512,1.762362,-0.103268,0.430404,0.141226,8.030435,
fluid,dye_diffusion,1.000,6,512,2.365169,-0.732722,0.420002,0.257396,40.385114,
fluid,rheoscopic,0.000,3,512,1.819835,-0.109130,0.420231,0.119915,14.588593,
fluid,rheoscopic,0.000,7,512,1.781271,-0.129330,0.430836,0.117083,8.773974,
fluid,rheoscopic,0.000,9,512,1.820184,-0.116309,0.435525,0.135197,8.796475,
fluid,rheoscopic,0.000,5,512,1.791009,-0.122303,0.395945,0.122305,17.109424,
fluid,dye_diffusion,1.000,11,512,2.454018,-1.063643,0.420002,0.272098,29.089875,
fluid,rheoscopic,0.000,10,512,1.786964,-0.103585,0.483287,0.138812,8.734506,
fluid,dye_diffusion,1.000,8,512,2.355009,-1.152035,0.419998,0.277670,45.562049,
fluid,rheoscopic,0.000,6,512,1.797765,-0.100139,0.497508,0.125450,16.417320,
fluid,dye_diffusion,1.000,9,512,2.500457,-0.623215,0.419999,0.240917,40.639605,
fluid,rheoscopic,0.000,8,512,1.853713,-0.147217,0.444519,0.141813,14.954645,
fluid,rheoscopic,0.100,1,512,1.754672,-0.100774,0.462851,0.142552,8.722360,
fluid,dye_diffusion,1.000,5,512,2.517414,-0.791047,0.419998,0.274971,55.864576,
fluid,rheoscopic,0.100,3,512,1.762602,-0.099225,0.418728,0.120696,6.908499,
fluid,rheoscopic,0.100,4,512,1.714593,-0.095355,0.418519,0.141408,6.933261,
fluid,rheoscopic,0.000,11,512,1.828615,-0.127383,0.469182,0.136120,13.376367,
fluid,rheoscopic,0.100,2,512,1.773689,-0.115529,0.447853,0.143339,9.748378,
fluid,rheoscopic,0.100,0,512,1.746369,-0.110667,0.397410,0.123786,12.161926,
fluid,rheoscopic,0.100,5,512,1.752223,-0.108069,0.396661,0.117320,8.965821,
fluid,rheoscopic,0.100,7,512,1.721505,-0.118363,0.416556,0.118474,7.359500,
fluid,rheoscopic,0.100,6,512,1.748680,-0.089933,0.488643,0.125969,10.935029,
fluid,rheoscopic,0.100,8,512,1.796431,-0.122583,0.424148,0.137667,9.671990,
fluid,rheoscopic,0.100,11,512,1.768311,-0.117031,0.457229,0.130482,7.042499,
fluid,dye_diffusion,1.000,10,512,2.470493,-0.874006,0.420000,0.264078,49.481870,
fluid,rheoscopic,0.200,1,512,1.691187,-0.090345,0.451605,0.143373,6.781691,
fluid,rheoscopic,0.200,2,512,1.719761,-0.105560,0.432924,0.141313,6.513400,
fluid,rheoscopic,0.200,3,512,1.695004,-0.085976,0.412306,0.121675,6.973035,
fluid,rheoscopic,0.200,4,512,1.685351,-0.086801,0.410014,0.134831,6.585723,
fluid,rheoscopic,0.200,5,512,1.674804,-0.083294,0.369587,0.121821,6.903830,
fluid,rheoscopic,0.100,10,512,1.726118,-0.094915,0.459606,0.135362,10.750232,
fluid,rheoscopic,0.200,0,512,1.686779,-0.092257,0.406115,0.121574,11.314935,
fluid,rheoscopic,0.100,9,512,1.767381,-0.101216,0.432816,0.131878,12.665475,
fluid,rheoscopic,0.200,6,512,1.701789,-0.080498,0.485374,0.124570,7.284940,
fluid,rheoscopic,0.200,7,512,1.672365,-0.099726,0.416634,0.117100,7.079164,
fluid,rheoscopic,0.200,8,512,1.735533,-0.103452,0.403535,0.131491,6.928034,
fluid,rheoscopic,0.200,11,512,1.704279,-0.102993,0.455519,0.129585,6.790111,
fluid,rheoscopic,0.300,0,512,1.582628,-0.072780,0.397316,0.130722,6.455860,
fluid,rheoscopic,0.300,1,512,1.612520,-0.072333,0.448961,0.127294,6.516949,
fluid,rheoscopic,0.300,2,512,1.612990,-0.069092,0.419046,0.139700,6.613793,
fluid,rheoscopic,0.200,9,512,1.704333,-0.093421,0.433179,0.134951,10.456302,
fluid,rheoscopic,0.300,6,512,1.615168,-0.078976,0.383840,0.103864,6.363659,
fluid,rheoscopic,0.300,7,512,1.713158,-0.045394,0.419501,0.112237,6.459468,
fluid,rheoscopic,0.300,8,512,1.620491,-0.085797,0.433420,0.137654,6.455980,
fluid,rheoscopic,0.300,9,512,1.570426,-0.072827,0.389528,0.132465,6.301330,
fluid,rheoscopic,0.200,10,512,1.667287,-0.086475,0.445572,0.136269,14.234840,
fluid,rheoscopic,0.300,3,512,1.689634,-0.064864,0.461817,0.126111,11.540073,
fluid,rheoscopic,0.300,10,512,1.643596,-0.072021,0.398243,0.117950,6.269713,
fluid,rheoscopic,0.400,0,512,1.529801,-0.058069,0.403110,0.124495,5.802812,
fluid,rheoscopic,0.300,11,512,1.699326,-0.081144,0.488533,0.118645,6.289444,
fluid,rheoscopic,0.300,5,512,1.648994,-0.087616,0.478281,0.138658,13.070814,
fluid,rheoscopic,0.300,4,512,1.618706,-0.087124,0.417492,0.127108,13.774976,
fluid,rheoscopic,0.400,3,512,1.616473,-0.043071,0.445564,0.123478,5.746305,
fluid,rheoscopic,0.400,2,512,1.545633,-0.050949,0.417909,0.130348,5.991743,
fluid,rheoscopic,0.400,4,512,1.546518,-0.062800,0.389426,0.113772,5.755411,
fluid,rheoscopic,0.400,5,512,1.588713,-0.070223,0.492412,0.139417,5.983699,
fluid,rheoscopic,0.400,1,512,1.549251,-0.056731,0.445150,0.127974,9.402826,
fluid,rheoscopic,0.400,7,512,1.617924,-0.029116,0.408479,0.110496,6.315954,
fluid,rheoscopic,0.400,9,512,1.547761,-0.057492,0.410903,0.121462,5.838169,
fluid,rheoscopic,0.400,10,512,1.561856,-0.054245,0.402659,0.116556,6.150982,
fluid,rheoscopic,0.400,8,512,1.552970,-0.063345,0.430946,0.133878,8.023109,
fluid,rheoscopic,0.400,11,512,1.573875,-0.054764,0.431447,0.120964,6.146450,
fluid,rheoscopic,0.500,1,512,1.467549,-0.042439,0.413006,0.123163,5.725981,
fluid,rheoscopic,0.500,2,512,1.451770,-0.030901,0.430088,0.127891,5.889210,
fluid,rheoscopic,0.500,3,512,1.536800,-0.024053,0.450278,0.120033,5.751656,
fluid,rheoscopic,0.500,0,512,1.451066,-0.045861,0.389821,0.122729,6.677695,
fluid,rheoscopic,0.500,4,512,1.469914,-0.039346,0.358133,0.100574,5.795290,
fluid,rheoscopic,0.400,6,512,1.543556,-0.060338,0.379745,0.105532,11.429751,
fluid,rheoscopic,0.500,6,512,1.472673,-0.042707,0.377859,0.102943,5.872476,
fluid,rheoscopic,0.500,7,512,1.522021,-0.014633,0.419950,0.112529,5.815385,
fluid,rheoscopic,0.500,8,512,1.494355,-0.051221,0.478020,0.127436,5.820566,
fluid,rheoscopic,0.600,0,512,1.373696,-0.029176,0.404709,0.112698,5.267926,
fluid,rheoscopic,0.500,10,512,1.472124,-0.035306,0.392331,0.113261,5.792999,
fluid,rheoscopic,0.600,1,512,1.362224,-0.030332,0.383455,0.115241,5.295414,
fluid,rheoscopic,0.600,3,512,1.437716,-0.010440,0.437086,0.112027,5.301788,
fluid,rheoscopic,0.500,5,512,1.518611,-0.053242,0.484144,0.134206,11.258679,
fluid,rheoscopic,0.600,2,512,1.340158,-0.016587,0.414538,0.123032,6.815705,
fluid,rheoscopic,0.600,4,512,1.370740,-0.019565,0.346475,0.094925,5.945439,
fluid,rheoscopic,0.600,5,512,1.435616,-0.033889,0.469890,0.131572,5.208022,
fluid,rheoscopic,0.600,6,512,1.381560,-0.030635,0.382705,0.105090,5.279783,
fluid,rheoscopic,0.600,7,512,1.394395,-0.015112,0.421805,0.115847,5.290278,
fluid,rheoscopic,0.500,9,512,1.424216,-0.039764,0.374439,0.122163,10.326500,
fluid,rheoscopic,0.500,11,512,1.502491,-0.031345,0.401738,0.106749,9.458467,
fluid,rheoscopic,0.600,10,512,1.371066,-0.020467,0.396303,0.110511,5.244053,
fluid,rheoscopic,0.600,9,512,1.313689,-0.031336,0.371064,0.122466,6.764466,
fluid,rheoscopic,0.700,2,512,1.241289,-0.009738,0.438850,0.120523,4.937943,
fluid,rheoscopic,0.700,3,512,1.333089,-0.006565,0.403196,0.101905,4.903812,
fluid,rheoscopic,0.700,0,512,1.284364,-0.020637,0.429492,0.110691,5.702727,
fluid,rheoscopic,0.600,8,512,1.374022,-0.032503,0.432267,0.133757,7.597511,
fluid,rheoscopic,0.700,4,512,1.258861,-0.006159,0.350266,0.095708,5.092033,
fluid,rheoscopic,0.700,5,512,1.337528,-0.018873,0.446497,0.122727,4.971283,
fluid,rheoscopic,0.700,6,512,1.279085,-0.020529,0.391660,0.107046,5.080630,
fluid,rheoscopic,0.700,1,512,1.268763,-0.023826,0.390538,0.107087,7.443064,
fluid,rheoscopic,0.600,11,512,1.397111,-0.027600,0.413606,0.109746,8.681911,
fluid,rheoscopic,0.700,8,512,1.282577,-0.024562,0.422301,0.128211,5.386806,
fluid,rheoscopic,0.700,10,512,1.278633,-0.011376,0.405000,0.105589,4.799546,
fluid,rheoscopic,0.800,3,512,1.182395,-0.005959,0.399683,0.110568,4.270515,
fluid,rheoscopic,0.800,2,512,1.123654,-0.007023,0.386350,0.109404,5.000859,
fluid,rheoscopic,0.800,4,512,1.139920,0.001827,0.410757,0.116218,4.502329,
fluid,rheoscopic,0.700,7,512,1.282142,-0.008103,0.405168,0.115494,9.260919,
fluid,rheoscopic,0.800,5,512,1.197805,-0.015311,0.409963,0.114725,4.212741,
fluid,rheoscopic,0.700,9,512,1.229989,-0.018809,0.386825,0.111095,7.008071,
fluid,rheoscopic,0.800,1,512,1.157123,-0.000189,0.403988,0.106609,7.824067,
fluid,rheoscopic,0.700,11,512,1.262366,-0.019271,0.416638,0.111797,8.529199,
fluid,rheoscopic,0.800,8,512,1.150245,-0.014244,0.431473,0.123235,4.092501,
fluid,rheoscopic,0.800,9,512,1.140348,-0.008117,0.354087,0.094938,4.100439,
fluid,rheoscopic,0.800,0,512,1.193016,-0.016913,0.475099,0.104539,9.838266,
fluid,rheoscopic,0.800,10,512,1.155101,0.001104,0.408933,0.106250,4.533868,
fluid,rheoscopic,0.800,7,512,1.186320,0.001749,0.377393,0.105264,6.524004,
fluid,rheoscopic,0.800,11,512,1.134977,-0.004087,0.386739,0.111418,4.312658,
fluid,rheoscopic,0.800,6,512,1.163829,-0.015056,0.401996,0.111246,7.838450,
fluid,rheoscopic,0.900,0,512,1.051451,-0.007116,0.445954,0.107937,4.531556,
fluid,rheoscopic,0.900,2,512,1.022840,-0.002820,0.401968,0.110758,5.796477,
fluid,rheoscopic,0.900,5,512,1.084255,-0.006176,0.385852,0.105839,3.862699,
fluid,rheoscopic,0.900,3,512,1.081376,-0.010354,0.417297,0.091353,4.430167,
fluid,rheoscopic,0.900,1,512,1.055585,0.000453,0.415057,0.108331,6.682101,
fluid,rheoscopic,0.900,6,512,1.045122,-0.001349,0.416508,0.104418,3.857906,
fluid,rheoscopic,1.000,0,512,0.908521,-0.011577,0.512239,0.093647,3.732247,
fluid,rheoscopic,0.900,8,512,1.039551,-0.003961,0.440379,0.103517,4.103225,
fluid,rheoscopic,0.900,4,512,1.021223,0.011600,0.417438,0.114174,6.789799,
fluid,rheoscopic,1.000,2,512,0.895295,-0.010540,0.440273,0.105070,3.334596,
fluid,rheoscopic,1.000,5,512,0.948416,-0.003418,0.450927,0.092480,3.366968,
fluid,rheoscopic,0.900,10,512,1.034891,-0.003486,0.446574,0.110320,6.332649,
fluid,rheoscopic,1.000,3,512,0.922686,-0.004908,0.414336,0.091036,4.325566,
fluid,rheoscopic,1.000,4,512,0.939878,-0.000829,0.468590,0.094734,4.804434,
fluid,rheoscopic,1.000,7,512,0.897264,0.003811,0.397612,0.108645,3.680496,
fluid,rheoscopic,1.000,6,512,0.901659,-0.000335,0.449355,0.095594,3.732773,
fluid,rheoscopic,0.900,11,512,1.030192,-0.000460,0.433583,0.111913,8.377443,
fluid,rheoscopic,0.900,7,512,1.058504,0.002054,0.405660,0.102398,8.722032,
fluid,rheoscopic,0.900,9,512,1.014519,-0.010407,0.364342,0.095791,8.789955,
rock,marble,0.000,2,512,2.287372,-0.018424,0.558241,0.192232,1.124239,
rock,marble,0.000,3,512,2.346702,-0.002706,0.550894,0.188892,1.149423,
fluid,rheoscopic,1.000,9,512,0.889097,-0.004321,0.429959,0.097210,3.351507,
rock,marble,0.000,1,512,2.290034,-0.011411,0.530067,0.199680,1.908241,
rock,marble,0.000,0,512,2.310208,-0.007300,0.543258,0.180866,2.716036,
fluid,rheoscopic,1.000,10,512,0.897117,-0.005611,0.429476,0.105384,3.374514,
rock,marble,0.000,7,512,2.352339,-0.003687,0.563927,0.192526,1.088781,
rock,marble,0.000,8,512,2.296273,-0.001945,0.634746,0.149004,1.117232,
rock,marble,0.000,9,512,2.311247,-0.007893,0.559768,0.192206,1.095657,
fluid,rheoscopic,1.000,1,512,0.931650,0.000675,0.405918,0.093537,8.027984,
rock,marble,0.100,0,512,2.024590,-0.105091,0.559775,0.163475,1.101759,
rock,marble,0.000,5,512,2.339475,-0.012744,0.614096,0.190105,2.397226,
rock,marble,0.100,1,512,1.997507,-0.099323,0.535490,0.179772,1.119164,
rock,marble,0.000,4,512,2.312257,-0.007267,0.522666,0.189974,2.644083,
rock,marble,0.100,2,512,2.036222,-0.112264,0.547201,0.172442,1.114664,
rock,marble,0.100,3,512,2.092616,-0.085193,0.544890,0.165413,1.081735,
rock,marble,0.000,6,512,2.333579,-0.015260,0.565051,0.178738,2.594140,
rock,marble,0.100,5,512,2.036564,-0.070687,0.583594,0.176119,1.180546,
rock,marble,0.000,11,512,2.330104,-0.009235,0.575166,0.179429,2.499671,
rock,marble,0.000,10,512,2.329384,-0.006231,0.623688,0.192554,2.607217,
rock,marble,0.100,6,512,2.066599,-0.108585,0.576654,0.161999,1.255398,
rock,marble,0.100,7,512,2.133419,-0.071812,0.594061,0.158919,1.191214,
rock,marble,0.100,9,512,2.024865,-0.101265,0.560810,0.174266,1.186756,
rock,marble,0.100,4,512,2.051704,-0.083773,0.513677,0.174970,1.986241,
rock,marble,0.100,10,512,2.095574,-0.064255,0.605483,0.169729,1.146688,
rock,marble,0.200,0,512,1.848331,-0.142538,0.564617,0.134929,1.247739,
fluid,rheoscopic,1.000,8,512,0.933237,-0.005958,0.480136,0.086555,8.053283,
rock,marble,0.200,4,512,1.910598,-0.118523,0.548805,0.128834,1.212060,
rock,marble,0.100,8,512,2.065277,-0.076313,0.617558,0.142907,2.362587,
rock,marble,0.200,3,512,1.890526,-0.117463,0.580723,0.128054,1.383478,
rock,marble,0.200,5,512,1.857819,-0.120432,0.589956,0.143099,1.207928,
rock,marble,0.200,7,512,1.956485,-0.117094,0.611919,0.123493,1.198842,
rock,marble,0.200,6,512,1.883526,-0.151681,0.580041,0.138464,1.362189,
rock,marble,0.100,11,512,2.084780,-0.057207,0.608143,0.160818,2.475171,
fluid,rheoscopic,1.000,11,512,0.888231,-0.003439,0.389254,0.098301,7.864242,
rock,marble,0.200,1,512,1.806523,-0.161784,0.519229,0.149416,2.441862,
rock,marble,0.200,2,512,1.861308,-0.154768,0.546777,0.144507,2.577555,
rock,marble,0.200,10,512,1.927140,-0.103240,0.614945,0.127281,1.227957,
rock,marble,0.300,1,512,1.716895,-0.199117,0.513374,0.109685,1.233481,
rock,marble,0.300,2,512,1.736906,-0.214647,0.522593,0.106343,1.170121,
rock,marble,0.300,0,512,1.794560,-0.197630,0.623827,0.095353,1.337498,
rock,marble,0.300,3,512,1.749033,-0.159639,0.589518,0.095344,1.401374,
rock,marble,0.200,8,512,1.902732,-0.092989,0.622961,0.117547,2.161576,
rock,marble,0.300,5,512,1.742042,-0.152353,0.573155,0.087174,1.218136,
rock,marble,0.200,9,512,1.862378,-0.145612,0.557514,0.129365,2.469579,
rock,marble,0.300,8,512,1.772737,-0.120978,0.650570,0.076060,1.236227,
rock,marble,0.300,10,512,1.784747,-0.165450,0.638766,0.083558,1.197617,
rock,marble,0.200,11,512,1.859686,-0.097939,0.647029,0.127149,2.519133,
rock,marble,0.300,9,512,1.761781,-0.165838,0.581131,0.089559,1.250042,
rock,marble,0.300,11,512,1.748285,-0.132784,0.662285,0.093540,1.303861,
rock,marble,0.400,0,512,1.725510,-0.222997,0.668474,0.063964,1.273886,
rock,marble,0.300,4,512,1.822829,-0.165210,0.612622,0.080799,2.576144,
